MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB121840,LH,2025-10,GB,GBBRS,ECO,BRS-CDG,BRS,CDG,DGR,Aerospace,Turbine Components,N,2113.5,
MAWB121841,CX,2025-03,AE,AEDXB,XPS,DXB-LAX,DXB,LAX,GEN,Aerospace,Turbine Components,N,4150.2,Temperature excursion reported for pharma cargo
MAWB121842,UA,2025-05,GB,GBBRS,DGR,BRS-LAX,BRS,LAX,EXP,Automotive,Tyres,N,2351.8,Shipment processed normally
MAWB121843,SQ,2025-01,SG,SGSIN,PRM,SIN-JNB,SIN,JNB,EXP,Aerospace,Aircraft Parts,Y,1513.3,Warehouse handling delay - build up completed late
MAWB121844,AF,2025-01,US,USATL,GEN,ATL-ICN,ATL,ICN,EXP,Retail,Clothing,Y,3885.6,Security screening issue / additional xray required
MAWB121845,LH,2025-10,NL,NLAMS,DIM,AMS-GRU,AMS,GRU,DGR,Perishables,Vegetables,Y,4279.4,Shipment processed normally
MAWB121846,AF,2025-05,SG,SGSIN,GEN,SIN-SYD,SIN,SYD,EXP,Pharma,Vaccines,Y,2131.1,
MAWB121847,SQ,2025-06,GB,GBLHR,PRM,LHR-ICN,LHR,ICN,DGR,Pharma,Vaccines,N,3355.7,
MAWB121848,CX,2025-08,GB,GBBRS,PRM,BRS-DEL,BRS,DEL,EXP,Retail,Homeware,N,341.1,
MAWB121849,UA,2025-10,GB,GBBHX,DGR,BHX-CDG,BHX,CDG,GEN,Pharma,Insulin,Y,2670.9,
MAWB121850,SQ,2025-12,DE,DEFRA,GEN,FRA-ICN,FRA,ICN,DGR,Aerospace,Turbine Components,Y,272.7,Standard handling completed
MAWB121851,EK,2025-10,SG,SGSIN,PRM,SIN-DEL,SIN,DEL,GEN,Retail,Homeware,N,194.5,Standard handling completed
MAWB121852,CX,2025-06,AE,AEDXB,DIM,DXB-ICN,DXB,ICN,DGR,Perishables,Flowers,Y,3084,
MAWB121853,CX,2025-02,GB,GBBHX,GEN,BHX-DEL,BHX,DEL,DGR,Pharma,Medical Devices,Y,1551.5,Shipment processed normally
MAWB121854,AF,2025-04,GB,GBBRS,XPS,BRS-PVG,BRS,PVG,DGR,Retail,Footwear,N,3725.6,No issues reported
MAWB121855,UA,2025-03,GB,GBLHR,DIM,LHR-JFK,LHR,JFK,EXP,Aerospace,Turbine Components,N,4485.6,Standard handling completed
MAWB121856,UA,2025-02,US,USATL,ECO,ATL-LAX,ATL,LAX,GEN,Automotive,Tyres,Y,740,
MAWB121857,UA,2025-02,AE,AEDXB,GEN,DXB-HKG,DXB,HKG,DGR,Pharma,Insulin,Y,3636.4,
MAWB121858,CX,2025-08,GB,GBBRS,DGR,BRS-NRT,BRS,NRT,DGR,Automotive,Car Parts,Y,2596.9,Minor damage to outer packaging noted on arrival
MAWB121859,EK,2025-11,NL,NLAMS,PRM,AMS-SIN,AMS,SIN,GEN,Aerospace,Avionics,Y,605,Temperature excursion reported for pharma cargo
MAWB121860,DL,2025-04,US,USATL,GEN,ATL-JNB,ATL,JNB,DGR,Pharma,Medical Devices,N,3275.4,
MAWB121861,DL,2025-03,US,USATL,DIM,ATL-HKG,ATL,HKG,DGR,Perishables,Fish,N,3066.9,Temperature excursion reported for pharma cargo
MAWB121862,CX,2025-10,SG,SGSIN,DIM,SIN-HKG,SIN,HKG,GEN,Perishables,Fruit,Y,2602.4,
MAWB121863,UA,2025-04,GB,GBBRS,GEN,BRS-BKK,BRS,BKK,GEN,Automotive,Gearboxes,Y,4636,No issues reported
MAWB121864,BA,2025-06,US,USATL,GEN,ATL-JNB,ATL,JNB,EXP,Perishables,Vegetables,Y,2629.3,
MAWB121865,SQ,2025-11,FR,FRCDG,XPS,CDG-PVG,CDG,PVG,GEN,Retail,Footwear,Y,4953,No issues reported
MAWB121866,SQ,2025-06,GB,GBBHX,DIM,BHX-PVG,BHX,PVG,DGR,Automotive,Engine Components,Y,2570.7,Minor damage to outer packaging noted on arrival
MAWB121867,CX,2025-10,GB,GBLHR,GEN,LHR-ATL,LHR,ATL,DGR,Retail,Homeware,N,623.5,No issues reported
MAWB121868,LH,2025-11,AE,AEDXB,DGR,DXB-SIN,DXB,SIN,DGR,Pharma,Insulin,N,2378.8,Export licence query raised for controlled pharmaceutical substance
MAWB121869,CX,2025-10,SG,SGSIN,ECO,SIN-DEL,SIN,DEL,EXP,Automotive,Tyres,N,952.5,No issues reported
MAWB121870,AF,2025-06,NL,NLAMS,DIM,AMS-DXB,AMS,DXB,EXP,Automotive,Gearboxes,N,3005.8,
MAWB121871,DL,2025-09,GB,GBBHX,DIM,BHX-HKG,BHX,HKG,DGR,Aerospace,Maintenance Kits,N,3481,
MAWB121872,SQ,2025-02,GB,GBBHX,DGR,BHX-NRT,BHX,NRT,EXP,Perishables,Fruit,Y,2368.8,Standard handling completed
MAWB121873,SQ,2025-08,SG,SGSIN,GEN,SIN-MEX,SIN,MEX,EXP,Perishables,Vegetables,Y,533.6,RCF milestone not updated on time
MAWB121874,BA,2025-12,GB,GBLHR,PRM,LHR-PVG,LHR,PVG,EXP,Perishables,Flowers,N,2369.8,FWB docs missing - reissued before departure
MAWB121875,AF,2025-06,FR,FRCDG,PRM,CDG-NRT,CDG,NRT,GEN,Pharma,Laboratory Samples,Y,453.2,Overland transport delay impacted RCS cut-off for pharma shipment
MAWB121876,LH,2025-03,GB,GBBHX,DIM,BHX-DEL,BHX,DEL,GEN,Automotive,Car Parts,N,3426.5,Shipment moved as planned
MAWB121877,LH,2025-04,DE,DEFRA,DGR,FRA-ICN,FRA,ICN,DGR,Retail,Consumer Electronics,N,3962.3,Shipment moved as planned
MAWB121878,LH,2025-03,DE,DEFRA,XPS,FRA-LHR,FRA,LHR,GEN,Perishables,Fruit,Y,4813.8,Standard handling completed
MAWB121879,AF,2025-07,GB,GBBHX,DIM,BHX-GRU,BHX,GRU,GEN,Aerospace,Maintenance Kits,Y,786.6,Incorrect AWB details corrected before departure
MAWB121880,EK,2025-05,US,USATL,GEN,ATL-AMS,ATL,AMS,DGR,Pharma,Vaccines,Y,2685.5,No issues reported
MAWB121881,UA,2025-07,DE,DEFRA,PRM,FRA-BKK,FRA,BKK,GEN,Automotive,Gearboxes,Y,2859.3,Standard handling completed
MAWB121882,SQ,2025-11,SG,SGSIN,XPS,SIN-PVG,SIN,PVG,EXP,Aerospace,Avionics,Y,4616.3,Misconnect at hub due to late inbound flight - airline notified for AOG priority
MAWB121883,DL,2025-12,US,USATL,DIM,ATL-CDG,ATL,CDG,DGR,Retail,Clothing,Y,3155,Shipment processed normally
MAWB121884,EK,2025-11,SG,SGSIN,PRM,SIN-LAX,SIN,LAX,GEN,Automotive,Car Parts,Y,770.3,
MAWB121885,UA,2025-11,GB,GBBRS,DGR,BRS-DXB,BRS,DXB,DGR,Aerospace,Maintenance Kits,Y,2209.9,Customer requested delivery change after ARR
MAWB121886,AF,2025-11,SG,SGSIN,DIM,SIN-JFK,SIN,JFK,GEN,Perishables,Fish,Y,3291.1,
MAWB121887,LH,2025-10,GB,GBBHX,DIM,BHX-MEX,BHX,MEX,DGR,Retail,Clothing,N,3516.4,Security screening issue / additional xray required
MAWB121888,LH,2025-11,GB,GBLHR,ECO,LHR-SIN,LHR,SIN,EXP,Pharma,Vaccines,Y,4322.2,
MAWB121889,SQ,2025-06,US,USATL,ECO,ATL-SIN,ATL,SIN,GEN,Aerospace,Maintenance Kits,N,943.5,Shipment processed normally
MAWB121890,CX,2025-02,DE,DEFRA,PRM,FRA-LHR,FRA,LHR,DGR,Perishables,Vegetables,N,4760.1,Destination inspection authority detained fresh flowers pending review
MAWB121891,UA,2025-05,AE,AEDXB,DGR,DXB-ORD,DXB,ORD,GEN,Automotive,Car Parts,N,342.7,Warehouse handling delay - build up completed late
MAWB121892,EK,2025-08,AE,AEDXB,DGR,DXB-SYD,DXB,SYD,EXP,Automotive,Car Parts,N,4919.6,LAT milestone delayed because truck arrived late
MAWB121893,SQ,2025-08,FR,FRCDG,PRM,CDG-MEX,CDG,MEX,GEN,Retail,Clothing,Y,4295.9,Shipment moved as planned
MAWB121894,CX,2025-06,GB,GBLHR,ECO,LHR-JNB,LHR,JNB,EXP,Perishables,Flowers,N,3318.4,Standard handling completed
MAWB121895,LH,2025-07,GB,GBLHR,DGR,LHR-GRU,LHR,GRU,GEN,Perishables,Fruit,Y,3688.2,Standard handling completed
MAWB121896,SQ,2025-05,NL,NLAMS,DIM,AMS-SYD,AMS,SYD,GEN,Pharma,Vaccines,Y,409.8,Shipment moved as planned
MAWB121897,BA,2025-03,DE,DEFRA,GEN,FRA-ICN,FRA,ICN,DGR,Perishables,Fish,Y,255.3,Standard handling completed
MAWB121898,EK,2025-04,FR,FRCDG,GEN,CDG-GRU,CDG,GRU,GEN,Automotive,Tyres,Y,553.7,Shipper delayed cargo handover - JIT production line at risk
MAWB121899,SQ,2025-08,US,USATL,ECO,ATL-AMS,ATL,AMS,DGR,Perishables,Flowers,N,482.4,Shipment moved as planned
MAWB121900,AF,2025-02,GB,GBLHR,GEN,LHR-HKG,LHR,HKG,GEN,Automotive,Car Parts,N,2759.5,
MAWB121901,UA,2025-01,US,USATL,DGR,ATL-MEX,ATL,MEX,DGR,Perishables,Fruit,Y,1116.4,Shipment processed normally
MAWB121902,LH,2025-07,AE,AEDXB,DIM,DXB-LAX,DXB,LAX,EXP,Perishables,Fruit,Y,4308,No issues reported
MAWB121903,LH,2025-04,NL,NLAMS,XPS,AMS-CDG,AMS,CDG,DGR,Automotive,Gearboxes,N,2256.5,Flight delay due to weather at origin
MAWB121904,DL,2025-09,GB,GBBHX,XPS,BHX-NRT,BHX,NRT,GEN,Retail,Footwear,Y,3492.8,Shipment held due to missing invoice & packing list
MAWB121905,CX,2025-10,DE,DEFRA,GEN,FRA-LHR,FRA,LHR,GEN,Automotive,Engine Components,Y,3281.7,Standard handling completed
MAWB121906,EK,2025-12,SG,SGSIN,DIM,SIN-HKG,SIN,HKG,DGR,Pharma,Vaccines,Y,1633.3,Export clearance delayed - health certificate not yet issued
MAWB121907,DL,2025-06,GB,GBBRS,GEN,BRS-HKG,BRS,HKG,DGR,Perishables,Flowers,N,1253.7,
MAWB121908,DL,2025-02,GB,GBMAN,XPS,MAN-ATL,MAN,ATL,GEN,Aerospace,Aircraft Parts,Y,1745.2,Shipment moved as planned
MAWB121909,LH,2025-04,US,USATL,PRM,ATL-PVG,ATL,PVG,EXP,Pharma,Medical Devices,N,3993.5,No issues reported
MAWB121910,SQ,2025-04,GB,GBMAN,DIM,MAN-FRA,MAN,FRA,GEN,Pharma,Vaccines,N,2952.1,Shipment moved as planned
MAWB121911,EK,2025-06,FR,FRCDG,ECO,CDG-AMS,CDG,AMS,EXP,Pharma,Vaccines,N,1305,Standard handling completed
MAWB121912,DL,2025-03,FR,FRCDG,DIM,CDG-ICN,CDG,ICN,DGR,Pharma,Laboratory Samples,Y,4098.3,
MAWB121913,EK,2025-09,GB,GBMAN,DGR,MAN-LAX,MAN,LAX,EXP,Automotive,Car Parts,N,321.1,RCF milestone not updated on time
MAWB121914,AF,2025-01,US,USATL,GEN,ATL-MEX,ATL,MEX,EXP,Aerospace,Aircraft Parts,N,3511,
MAWB121915,AF,2025-11,SG,SGSIN,DIM,SIN-NRT,SIN,NRT,DGR,Aerospace,Avionics,Y,2223.5,
MAWB121916,EK,2025-01,GB,GBMAN,ECO,MAN-NRT,MAN,NRT,GEN,Automotive,Engine Components,Y,3669.9,
MAWB121917,AF,2025-05,AE,AEDXB,DIM,DXB-MEX,DXB,MEX,GEN,Retail,Footwear,Y,4640.9,No issues reported
MAWB121918,LH,2025-10,GB,GBBHX,PRM,BHX-FRA,BHX,FRA,EXP,Aerospace,Aircraft Parts,N,3762.7,Shipment processed normally
MAWB121919,AF,2025-10,AE,AEDXB,ECO,DXB-GRU,DXB,GRU,GEN,Aerospace,Maintenance Kits,N,2237.7,
MAWB121920,AF,2025-04,GB,GBLHR,XPS,LHR-SYD,LHR,SYD,DGR,Pharma,Vaccines,N,797.3,Shipment processed normally
MAWB121921,BA,2025-06,GB,GBBRS,ECO,BRS-JNB,BRS,JNB,DGR,Automotive,Gearboxes,Y,4041.4,Shipment processed normally
MAWB121922,DL,2025-11,GB,GBBHX,GEN,BHX-ORD,BHX,ORD,DGR,Aerospace,Avionics,Y,2330.5,
MAWB121923,AF,2025-03,US,USATL,DGR,ATL-ORD,ATL,ORD,DGR,Perishables,Vegetables,N,422.8,Temperature excursion reported for pharma cargo
MAWB121924,CX,2025-07,AE,AEDXB,PRM,DXB-ICN,DXB,ICN,DGR,Retail,Homeware,Y,3609.3,Shipment processed normally
MAWB121925,DL,2025-07,DE,DEFRA,PRM,FRA-ATL,FRA,ATL,DGR,Pharma,Laboratory Samples,N,1494.7,Standard handling completed
MAWB121926,UA,2025-02,US,USATL,GEN,ATL-ORD,ATL,ORD,GEN,Retail,Clothing,N,292,Connection missed - consumer goods held at hub pending next available service
MAWB121927,DL,2025-09,GB,GBBHX,XPS,BHX-JFK,BHX,JFK,EXP,Retail,Clothing,N,4518.6,Shipment moved as planned
MAWB121928,SQ,2025-12,GB,GBMAN,DIM,MAN-BKK,MAN,BKK,DGR,Automotive,Gearboxes,N,2441.4,Customer requested delivery change after ARR
MAWB121929,SQ,2025-10,AE,AEDXB,GEN,DXB-JFK,DXB,JFK,GEN,Automotive,Engine Components,N,1440.8,Standard handling completed
MAWB121930,CX,2025-08,AE,AEDXB,PRM,DXB-SYD,DXB,SYD,EXP,Aerospace,Maintenance Kits,N,3596.1,Standard handling completed
MAWB121931,UA,2025-02,GB,GBLHR,GEN,LHR-BKK,LHR,BKK,GEN,Pharma,Laboratory Samples,N,4435.2,Warehouse handling delay - build up completed late
MAWB121932,EK,2025-11,US,USATL,GEN,ATL-LHR,ATL,LHR,GEN,Retail,Footwear,Y,51.5,FWB docs missing - reissued before departure
MAWB121933,LH,2025-08,US,USATL,GEN,ATL-AMS,ATL,AMS,EXP,Perishables,Fruit,Y,3454.9,Customs hold at destination - awaiting clearance
MAWB121934,UA,2025-11,GB,GBLHR,GEN,LHR-JNB,LHR,JNB,GEN,Pharma,Vaccines,N,3846.7,
MAWB121935,AF,2025-10,GB,GBBRS,GEN,BRS-PVG,BRS,PVG,DGR,Perishables,Flowers,N,1089.1,Shipment moved as planned
MAWB121936,CX,2025-09,DE,DEFRA,ECO,FRA-HKG,FRA,HKG,DGR,Retail,Clothing,Y,2473.6,Shipment moved as planned
MAWB121937,UA,2025-09,DE,DEFRA,XPS,FRA-DEL,FRA,DEL,GEN,Aerospace,Avionics,Y,492,Shipment processed normally
MAWB121938,DL,2025-05,DE,DEFRA,ECO,FRA-DEL,FRA,DEL,GEN,Pharma,Medical Devices,N,3746.4,
MAWB121939,EK,2025-07,GB,GBMAN,XPS,MAN-PVG,MAN,PVG,GEN,Aerospace,Aircraft Parts,N,4244.9,
MAWB121940,EK,2025-07,GB,GBBHX,DIM,BHX-LHR,BHX,LHR,DGR,Perishables,Fruit,Y,585.5,
MAWB121941,BA,2025-04,GB,GBBRS,DIM,BRS-HKG,BRS,HKG,GEN,Aerospace,Avionics,Y,4091.5,
MAWB121942,UA,2025-01,AE,AEDXB,GEN,DXB-LHR,DXB,LHR,GEN,Aerospace,Maintenance Kits,Y,3869.3,Shipment moved as planned
MAWB121943,EK,2025-01,DE,DEFRA,GEN,FRA-BKK,FRA,BKK,GEN,Retail,Consumer Electronics,N,1767.2,
MAWB121944,EK,2025-09,DE,DEFRA,ECO,FRA-AMS,FRA,AMS,EXP,Aerospace,Avionics,Y,3466.9,
MAWB121945,BA,2025-02,FR,FRCDG,GEN,CDG-SYD,CDG,SYD,GEN,Perishables,Vegetables,N,50.2,Standard handling completed
MAWB121946,CX,2025-04,SG,SGSIN,DGR,SIN-BKK,SIN,BKK,GEN,Perishables,Fish,Y,4662.4,Standard handling completed
MAWB121947,DL,2025-05,NL,NLAMS,DGR,AMS-ICN,AMS,ICN,GEN,Aerospace,Maintenance Kits,Y,2774.4,
MAWB121948,DL,2025-10,AE,AEDXB,XPS,DXB-SYD,DXB,SYD,DGR,Automotive,Tyres,N,3120.7,
MAWB121949,AF,2025-09,SG,SGSIN,DIM,SIN-AMS,SIN,AMS,EXP,Aerospace,Aircraft Parts,N,3340.1,Shipment processed normally
MAWB121950,LH,2025-08,DE,DEFRA,PRM,FRA-ATL,FRA,ATL,DGR,Automotive,Engine Components,Y,2828.8,
MAWB121951,UA,2025-06,DE,DEFRA,DGR,FRA-JFK,FRA,JFK,DGR,Perishables,Fish,Y,4291,Standard handling completed
MAWB121952,UA,2025-11,SG,SGSIN,XPS,SIN-LHR,SIN,LHR,DGR,Aerospace,Turbine Components,Y,3068,Shipment processed normally
MAWB121953,CX,2025-07,DE,DEFRA,DGR,FRA-GRU,FRA,GRU,GEN,Automotive,Tyres,N,4543.4,Standard handling completed
MAWB121954,CX,2025-02,GB,GBBRS,PRM,BRS-LHR,BRS,LHR,DGR,Perishables,Fruit,N,2932.5,Standard handling completed
MAWB121955,EK,2025-08,AE,AEDXB,PRM,DXB-GRU,DXB,GRU,GEN,Automotive,Tyres,Y,897.1,Standard handling completed
MAWB121956,CX,2025-05,FR,FRCDG,GEN,CDG-GRU,CDG,GRU,GEN,Aerospace,Avionics,Y,4572.1,No issues reported
MAWB121957,EK,2025-04,GB,GBBRS,ECO,BRS-JNB,BRS,JNB,DGR,Automotive,Gearboxes,N,3424.1,Incorrect HS code on invoice for gearboxes - amended before departure
MAWB121958,LH,2025-11,GB,GBLHR,DGR,LHR-DXB,LHR,DXB,GEN,Pharma,Insulin,Y,3511.2,No issues reported
MAWB121959,UA,2025-12,NL,NLAMS,XPS,AMS-FRA,AMS,FRA,DGR,Retail,Consumer Electronics,N,4928.1,Standard handling completed
MAWB121960,EK,2025-10,GB,GBBRS,DGR,BRS-HKG,BRS,HKG,GEN,Aerospace,Turbine Components,N,422.2,Shipment moved as planned
MAWB121961,DL,2025-04,DE,DEFRA,XPS,FRA-GRU,FRA,GRU,GEN,Pharma,Insulin,Y,2171.5,Shipment moved as planned
MAWB121962,BA,2025-04,GB,GBBHX,GEN,BHX-AMS,BHX,AMS,GEN,Retail,Footwear,N,1233.5,Shipment processed normally
MAWB121963,BA,2025-10,GB,GBBRS,DIM,BRS-ICN,BRS,ICN,GEN,Perishables,Flowers,N,3170.6,Shipment processed normally
MAWB121964,SQ,2025-08,SG,SGSIN,DGR,SIN-DEL,SIN,DEL,DGR,Retail,Consumer Electronics,Y,4043.7,"Cargo arrived late at warehouse, truck delay"
MAWB121965,CX,2025-05,GB,GBMAN,PRM,MAN-MEX,MAN,MEX,DGR,Retail,Clothing,N,4833.2,Minor damage to outer packaging noted on arrival
MAWB121966,UA,2025-01,NL,NLAMS,DGR,AMS-MEX,AMS,MEX,GEN,Retail,Clothing,Y,2300.3,
MAWB121967,LH,2025-10,US,USATL,DGR,ATL-ORD,ATL,ORD,DGR,Aerospace,Avionics,N,3941.8,Shipment processed normally
MAWB121968,SQ,2025-06,GB,GBMAN,GEN,MAN-ICN,MAN,ICN,GEN,Perishables,Fish,N,4589.4,
MAWB121969,LH,2025-01,SG,SGSIN,ECO,SIN-AMS,SIN,AMS,DGR,Automotive,Gearboxes,Y,3432.5,No issues reported
MAWB121970,EK,2025-12,GB,GBBRS,ECO,BRS-CDG,BRS,CDG,GEN,Automotive,Tyres,Y,1251.5,Destination customs hold - anti-dumping duty query on imported tyres
MAWB121971,AF,2025-06,DE,DEFRA,DGR,FRA-CDG,FRA,CDG,DGR,Pharma,Vaccines,Y,3058.9,Shipment moved as planned
MAWB121972,SQ,2025-06,DE,DEFRA,PRM,FRA-DXB,FRA,DXB,GEN,Pharma,Medical Devices,Y,4851.3,No issues reported
MAWB121973,AF,2025-07,GB,GBBHX,DGR,BHX-GRU,BHX,GRU,GEN,Perishables,Fish,Y,4938.4,Export phytosanitary hold - fumigation certificate not yet issued
MAWB121974,DL,2025-06,GB,GBMAN,ECO,MAN-CDG,MAN,CDG,DGR,Pharma,Medical Devices,Y,3229.7,Shipment processed normally
MAWB121975,LH,2025-12,SG,SGSIN,XPS,SIN-ICN,SIN,ICN,GEN,Perishables,Fruit,Y,4440.6,Shipment processed normally
MAWB121976,AF,2025-08,GB,GBLHR,PRM,LHR-GRU,LHR,GRU,GEN,Retail,Footwear,Y,1041.7,Standard handling completed
MAWB121977,CX,2025-06,NL,NLAMS,ECO,AMS-NRT,AMS,NRT,EXP,Pharma,Laboratory Samples,N,1268.1,
MAWB121978,CX,2025-08,AE,AEDXB,GEN,DXB-JNB,DXB,JNB,DGR,Retail,Homeware,N,4766.8,Standard handling completed
MAWB121979,BA,2025-06,GB,GBLHR,ECO,LHR-SIN,LHR,SIN,GEN,Perishables,Fruit,Y,719.4,Temperature excursion reported for pharma cargo
MAWB121980,DL,2025-01,GB,GBBHX,DIM,BHX-NRT,BHX,NRT,EXP,Perishables,Flowers,Y,996,Shipment moved as planned
MAWB121981,UA,2025-12,GB,GBMAN,DGR,MAN-JFK,MAN,JFK,GEN,Automotive,Engine Components,Y,2131.7,Shipment processed normally
MAWB121982,UA,2025-12,NL,NLAMS,XPS,AMS-MEX,AMS,MEX,EXP,Aerospace,Avionics,N,2968.4,LAT milestone delayed because truck arrived late
MAWB121983,DL,2025-02,FR,FRCDG,PRM,CDG-LAX,CDG,LAX,GEN,Automotive,Gearboxes,Y,3038.9,
MAWB121984,LH,2025-08,AE,AEDXB,GEN,DXB-LHR,DXB,LHR,GEN,Perishables,Vegetables,N,1495.3,Standard handling completed
MAWB121985,AF,2025-03,AE,AEDXB,DGR,DXB-JNB,DXB,JNB,EXP,Retail,Consumer Electronics,N,4607,
MAWB121986,EK,2025-03,GB,GBBHX,XPS,BHX-DEL,BHX,DEL,GEN,Retail,Consumer Electronics,Y,4579.7,No issues reported
MAWB121987,SQ,2025-08,GB,GBMAN,XPS,MAN-JFK,MAN,JFK,DGR,Pharma,Insulin,Y,1990.7,Shipment processed normally
MAWB121988,UA,2025-04,FR,FRCDG,GEN,CDG-SIN,CDG,SIN,GEN,Perishables,Flowers,N,2199.7,Standard handling completed
MAWB121989,AF,2025-10,GB,GBLHR,DGR,LHR-NRT,LHR,NRT,GEN,Automotive,Gearboxes,Y,3527.4,Shipment processed normally
MAWB121990,DL,2025-12,DE,DEFRA,DIM,FRA-SYD,FRA,SYD,DGR,Perishables,Flowers,N,3331.8,Shipment processed normally
MAWB121991,DL,2025-08,GB,GBBRS,XPS,BRS-DXB,BRS,DXB,DGR,Perishables,Fruit,Y,1942.4,
MAWB121992,DL,2025-10,US,USATL,DIM,ATL-LAX,ATL,LAX,EXP,Pharma,Vaccines,Y,2100.5,
MAWB121993,SQ,2025-02,NL,NLAMS,GEN,AMS-LHR,AMS,LHR,DGR,Retail,Clothing,Y,1772.8,
MAWB121994,LH,2025-07,NL,NLAMS,DIM,AMS-CDG,AMS,CDG,DGR,Perishables,Vegetables,N,1215.2,Shipment processed normally
MAWB121995,SQ,2025-02,SG,SGSIN,ECO,SIN-JNB,SIN,JNB,DGR,Aerospace,Avionics,Y,2317.8,Consignee not available at maintenance facility - delivery rescheduled
MAWB121996,EK,2025-10,SG,SGSIN,DIM,SIN-ATL,SIN,ATL,GEN,Automotive,Tyres,Y,3447.8,
MAWB121997,EK,2025-01,DE,DEFRA,PRM,FRA-DEL,FRA,DEL,DGR,Pharma,Laboratory Samples,Y,3722.7,Shipper delayed vaccine handover - missed cut-off time
MAWB121998,DL,2025-07,SG,SGSIN,ECO,SIN-SYD,SIN,SYD,EXP,Perishables,Vegetables,Y,3905.4,LAT milestone delayed because truck arrived late
MAWB121999,LH,2025-10,DE,DEFRA,XPS,FRA-LHR,FRA,LHR,DGR,Pharma,Medical Devices,N,1904.9,Aircraft change - pharmaceutical cargo rebooked to maintain cold chain
MAWB122000,CX,2025-12,AE,AEDXB,DGR,DXB-LHR,DXB,LHR,DGR,Perishables,Fish,Y,3834.9,No issues reported
MAWB122001,SQ,2025-06,SG,SGSIN,XPS,SIN-LAX,SIN,LAX,EXP,Pharma,Insulin,Y,82.3,No issues reported
MAWB122002,CX,2025-07,SG,SGSIN,DIM,SIN-JFK,SIN,JFK,GEN,Automotive,Tyres,Y,2411.4,
MAWB122003,AF,2025-03,GB,GBBRS,ECO,BRS-ICN,BRS,ICN,DGR,Aerospace,Avionics,Y,3979.8,Standard handling completed
MAWB122004,EK,2025-09,US,USATL,XPS,ATL-CDG,ATL,CDG,GEN,Pharma,Vaccines,Y,3168.7,Security screening issue / additional xray required
MAWB122005,SQ,2025-05,SG,SGSIN,XPS,SIN-CDG,SIN,CDG,GEN,Pharma,Laboratory Samples,Y,2396.6,No issues reported
MAWB122006,EK,2025-07,US,USATL,XPS,ATL-GRU,ATL,GRU,GEN,Automotive,Car Parts,N,3241,Shipment processed normally
MAWB122007,LH,2025-08,GB,GBLHR,ECO,LHR-DXB,LHR,DXB,EXP,Pharma,Vaccines,Y,4539.4,Connection missed - pharmaceutical shipment held at hub pending rebooking
MAWB122008,DL,2025-07,NL,NLAMS,DIM,AMS-SIN,AMS,SIN,DGR,Retail,Consumer Electronics,N,2853.6,Standard handling completed
MAWB122009,SQ,2025-04,DE,DEFRA,PRM,FRA-DEL,FRA,DEL,EXP,Automotive,Gearboxes,N,4008.9,
MAWB122010,DL,2025-06,US,USATL,DGR,ATL-AMS,ATL,AMS,GEN,Aerospace,Aircraft Parts,Y,4904.7,Customer requested delivery change after ARR
MAWB122011,EK,2025-03,GB,GBLHR,DIM,LHR-NRT,LHR,NRT,EXP,Pharma,Laboratory Samples,Y,3542.6,
MAWB122012,DL,2025-10,GB,GBBRS,ECO,BRS-NRT,BRS,NRT,EXP,Aerospace,Maintenance Kits,Y,2888,
MAWB122013,SQ,2025-12,DE,DEFRA,PRM,FRA-JNB,FRA,JNB,EXP,Aerospace,Avionics,Y,235.6,
MAWB122014,AF,2025-09,AE,AEDXB,PRM,DXB-SYD,DXB,SYD,GEN,Automotive,Gearboxes,N,1903.7,
MAWB122015,AF,2025-03,AE,AEDXB,DGR,DXB-AMS,DXB,AMS,GEN,Automotive,Tyres,N,2848.9,
MAWB122016,UA,2025-09,GB,GBBRS,PRM,BRS-CDG,BRS,CDG,DGR,Automotive,Tyres,N,3996.2,No issues reported
MAWB122017,AF,2025-06,GB,GBLHR,GEN,LHR-PVG,LHR,PVG,GEN,Perishables,Fish,N,2218.6,Standard handling completed
MAWB122018,LH,2025-01,NL,NLAMS,GEN,AMS-LHR,AMS,LHR,EXP,Perishables,Vegetables,Y,4802.3,Customer requested delivery change after ARR
MAWB122019,CX,2025-12,GB,GBLHR,DGR,LHR-GRU,LHR,GRU,EXP,Pharma,Medical Devices,Y,1395.4,Shipment moved as planned
MAWB122020,BA,2025-12,NL,NLAMS,ECO,AMS-ATL,AMS,ATL,EXP,Retail,Footwear,N,3735.6,Warehouse handling equipment fault delayed build-up of retail cargo
MAWB122021,SQ,2025-10,GB,GBBRS,ECO,BRS-MEX,BRS,MEX,EXP,Pharma,Vaccines,Y,2124.2,
MAWB122022,UA,2025-05,GB,GBBRS,PRM,BRS-DEL,BRS,DEL,EXP,Pharma,Insulin,N,2455.6,Offloaded due to capacity constraints - moved to next flight
MAWB122023,SQ,2025-04,GB,GBBRS,XPS,BRS-SYD,BRS,SYD,EXP,Pharma,Laboratory Samples,Y,4022.4,
MAWB122024,CX,2025-08,GB,GBLHR,DIM,LHR-GRU,LHR,GRU,DGR,Retail,Homeware,Y,1516.3,No issues reported
